company_id,fiscal_year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow
DLF,2023.0,2375.0,-461.0,-2013.0,-98.0,2836.0
DLF,2024.0,2539.0,-1529.0,177.0,1186.0,4068.0
DMART,2013.0,127.0,-231.0,118.0,14.0,358.0
DMART,2014.0,198.0,-270.0,65.0,-7.0,468.0
DMART,2015.0,222.0,-474.0,234.0,-17.0,696.0
DMART,2016.0,433.0,-633.0,196.0,-3.0,1066.0
DMART,2017.0,455.0,-2482.0,2025.0,-1.0,2937.0
DMART,2018.0,730.0,464.0,-1159.0,34.0,266.0
DMART,2019.0,807.0,-958.0,209.0,57.0,1765.0
DMART,2020.0,1280.0,-4657.0,3357.0,-19.0,5937.0
DMART,2021.0,1375.0,-1110.0,-180.0,86.0,2485.0
DMART,2022.0,1372.0,-1289.0,-179.0,-96.0,2661.0
DMART,2023.0,2630.0,-2313.0,-205.0,112.0,4943.0
DMART,2024.0,2746.0,-2468.0,-148.0,130.0,5214.0
DRREDDY,2013.0,1378.0,-1437.0,-157.0,-216.0,2815.0
DRREDDY,2014.0,1970.0,-1604.0,-24.0,342.0,3574.0
DRREDDY,2015.0,2524.0,-2370.0,-433.0,-280.0,4894.0
DRREDDY,2016.0,3263.0,-1610.0,-1700.0,-47.0,4873.0
DRREDDY,2017.0,2144.0,-1890.0,-369.0,-114.0,4034.0
DRREDDY,2018.0,1803.0,-1483.0,-444.0,-124.0,3286.0
DRREDDY,2019.0,2870.0,-769.0,-2133.0,-31.0,3639.0
DRREDDY,2020.0,2984.0,-495.0,-2516.0,-27.0,3479.0
DRREDDY,2021.0,3570.0,-2255.0,-30.0,1286.0,5825.0
DRREDDY,2022.0,2811.0,-2565.0,-242.0,3.0,5376.0
DRREDDY,2023.0,5888.0,-4109.0,-2686.0,-907.0,9997.0
DRREDDY,2024.0,4543.0,-4034.0,-376.0,133.0,8577.0
EICHERMOT,2012.0,496.0,-773.0,-111.0,-388.0,1269.0
EICHERMOT,2013.0,716.0,-790.0,-47.0,-121.0,1506.0
EICHERMOT,2014.0,1047.0,-1214.0,-162.0,-329.0,2261.0
EICHERMOT,2016.0,1463.0,-1001.0,-466.0,-4.0,2464.0
EICHERMOT,2017.0,1708.0,-1744.0,25.0,-10.0,3452.0
EICHERMOT,2018.0,2482.0,-2145.0,-262.0,75.0,4627.0
EICHERMOT,2019.0,1575.0,-660.0,-292.0,623.0,2235.0
EICHERMOT,2020.0,1694.0,-1508.0,-858.0,-673.0,3202.0
EICHERMOT,2021.0,1691.0,-1625.0,-15.0,51.0,3316.0
EICHERMOT,2022.0,1527.0,-983.0,-593.0,-50.0,2510.0
EICHERMOT,2023.0,2823.0,-2397.0,-417.0,8.0,5220.0
EICHERMOT,2024.0,3724.0,-2834.0,-844.0,45.0,6558.0
GAIL,2013.0,6603.0,-8626.0,3642.0,1618.0,15229.0
GAIL,2014.0,4615.0,-4466.0,-3.0,146.0,9081.0
GAIL,2015.0,4214.0,-2809.0,-3058.0,-1653.0,7023.0
GAIL,2016.0,3960.0,-904.0,-3028.0,29.0,4864.0
GAIL,2017.0,6024.0,-334.0,-5275.0,415.0,6358.0
GAIL,2018.0,8769.0,-2660.0,-5252.0,858.0,11429.0
GAIL,2019.0,7984.0,-5701.0,-3364.0,-1081.0,13685.0
GAIL,2020.0,8345.0,-8299.0,281.0,328.0,16644.0
GAIL,2021.0,8993.0,-4640.0,-3471.0,882.0,13633.0
GAIL,2022.0,9420.0,-5490.0,-3917.0,13.0,14910.0
GAIL,2023.0,3205.0,-7453.0,2972.0,-1276.0,10658.0
GAIL,2024.0,12586.0,-8226.0,-3457.0,902.0,20812.0
GODREJCP,2013.0,820.0,-865.0,282.0,237.0,1685.0
GODREJCP,2014.0,1116.0,-494.0,-620.0,1.0,1610.0
GODREJCP,2015.0,1027.0,-1236.0,-12.0,-221.0,2263.0
GODREJCP,2016.0,847.0,-622.0,-202.0,23.0,1469.0
GODREJCP,2017.0,1860.0,-2243.0,665.0,282.0,4103.0
GODREJCP,2018.0,1723.0,-336.0,-1384.0,3.0,2059.0
GODREJCP,2019.0,1729.0,274.0,-2039.0,-36.0,1455.0
GODREJCP,2020.0,1588.0,-552.0,-1295.0,-259.0,2140.0
GODREJCP,2021.0,2030.0,-292.0,-1816.0,-79.0,2322.0
GODREJCP,2022.0,1451.0,-844.0,-380.0,227.0,2295.0
GODREJCP,2023.0,2151.0,-1754.0,-794.0,-398.0,3905.0
GODREJCP,2024.0,2070.0,-3435.0,1406.0,41.0,5505.0
GRASIM,2013.0,4242.0,-5687.0,1348.0,-97.0,9929.0
GRASIM,2014.0,3549.0,-2336.0,-1046.0,168.0,5885.0
GRASIM,2015.0,4594.0,-2359.0,-2278.0,-42.0,6953.0
GRASIM,2016.0,5868.0,-4515.0,-1365.0,-11.0,10383.0
GRASIM,2017.0,7288.0,-3509.0,-3799.0,-20.0,10797.0
GRASIM,2018.0,-4140.0,1546.0,3449.0,856.0,-5686.0
GRASIM,2019.0,-1659.0,-2212.0,4158.0,287.0,553.0
GRASIM,2020.0,16620.0,-11364.0,-3418.0,1838.0,27984.0
GRASIM,2021.0,15075.0,-7146.0,-8003.0,-75.0,22221.0
GRASIM,2022.0,7038.0,-1053.0,-6733.0,-748.0,8091.0
GRASIM,2023.0,-12685.0,-13712.0,26469.0,72.0,1027.0
GRASIM,2024.0,-10719.0,-23114.0,33908.0,75.0,12395.0
HAL,2017.0,-423.0,3021.0,-164.0,2433.0,-3444.0
HAL,2018.0,-734.0,594.0,-2540.0,-2680.0,-1328.0
HAL,2019.0,-7694.0,5292.0,2321.0,-80.0,-12986.0
HAL,2020.0,1537.0,-1334.0,64.0,266.0,2871.0
HAL,2021.0,15124.0,-1190.0,-7070.0,6864.0,16314.0
HAL,2022.0,10180.0,-12789.0,-1464.0,-4072.0,22969.0
HAL,2023.0,8836.0,-5734.0,-1731.0,1370.0,14570.0
HAL,2024.0,8226.0,-6412.0,-1999.0,-185.0,14638.0
HAVELLS,2013.0,638.0,-144.0,-252.0,242.0,782.0
HAVELLS,2014.0,868.0,-376.0,-310.0,183.0,1244.0
HAVELLS,2015.0,963.0,-485.0,-754.0,-277.0,1448.0
HAVELLS,2016.0,513.0,-121.0,-621.0,-229.0,634.0
HAVELLS,2017.0,767.0,-220.0,-98.0,450.0,987.0
HAVELLS,2018.0,1100.0,-946.0,-409.0,-255.0,2046.0
HAVELLS,2019.0,501.0,185.0,-318.0,368.0,316.0
HAVELLS,2020.0,827.0,-548.0,-716.0,-437.0,1375.0
HAVELLS,2021.0,660.0,-763.0,190.0,87.0,1423.0
HAVELLS,2022.0,1728.0,-759.0,-547.0,421.0,2487.0
HAVELLS,2023.0,565.0,31.0,-907.0,-311.0,534.0
HAVELLS,2024.0,1953.0,-1618.0,-534.0,-199.0,3571.0
HCLTECH,2013.0,4492.0,-2361.0,-2086.0,44.0,6853.0
HCLTECH,2014.0,6457.0,-4842.0,-1308.0,307.0,11299.0
HCLTECH,2015.0,5539.0,-2088.0,-3140.0,311.0,7627.0
HCLTECH,2016.0,3823.0,-2208.0,-2237.0,-623.0,6031.0
HCLTECH,2017.0,8995.0,-3890.0,-4517.0,588.0,12885.0
HCLTECH,2018.0,8328.0,-2236.0,-5714.0,378.0,10564.0
HCLTECH,2019.0,8971.0,-3256.0,-1471.0,4244.0,12227.0
HCLTECH,2020.0,13359.0,-12332.0,-3168.0,-2141.0,25691.0
HCLTECH,2021.0,19618.0,-5665.0,-11192.0,2761.0,25283.0
HCLTECH,2022.0,16900.0,1597.0,-14508.0,3989.0,15303.0
HCLTECH,2023.0,18009.0,-3573.0,-15881.0,-1445.0,21582.0
HCLTECH,2024.0,22448.0,-6608.0,-15464.0,376.0,29056.0
HDFCBANK,2013.0,-5847.0,-902.0,13105.0,6356.0,-4945.0
HDFCBANK,2014.0,4211.0,-1099.0,9270.0,12382.0,5310.0
HDFCBANK,2015.0,-21281.0,-800.0,18694.0,-3387.0,-20481.0
HDFCBANK,2016.0,-34435.0,-837.0,37815.0,2542.0,-33598.0
HDFCBANK,2017.0,17282.0,-1146.0,-5893.0,10242.0,18428.0
HDFCBANK,2018.0,17214.0,-842.0,57378.0,73750.0,18056.0
HDFCBANK,2019.0,-62872.0,-1503.0,23131.0,-41244.0,-61369.0
HDFCBANK,2020.0,-16869.0,-1403.0,24394.0,6122.0,-15466.0
HDFCBANK,2021.0,42476.0,-1823.0,-7321.0,33332.0,44299.0
HDFCBANK,2022.0,-11960.0,-2051.0,48124.0,34113.0,-9909.0
HDFCBANK,2023.0,20814.0,-2992.0,23941.0,41762.0,23806.0
HDFCBANK,2024.0,19069.0,16600.0,-3983.0,31687.0,2469.0
HDFCLIFE,2013.0,,,,,
HDFCLIFE,2014.0,,,,,
HDFCLIFE,2015.0,4459.0,-3514.0,-168.0,777.0,7973.0
HDFCLIFE,2016.0,5687.0,-3962.0,-212.0,1513.0,9649.0
HDFCLIFE,2017.0,6230.0,-5177.0,-236.0,817.0,11407.0
HDFCLIFE,2018.0,6739.0,-4421.0,-196.0,2122.0,11160.0
HDFCLIFE,2019.0,9868.0,-10182.0,-337.0,-651.0,20050.0
HDFCLIFE,2020.0,7388.0,-7789.0,38.0,-364.0,15177.0
HDFCLIFE,2021.0,9703.0,-8952.0,678.0,1429.0,18655.0
HDFCLIFE,2022.0,5943.0,-801.0,-238.0,4904.0,6744.0
HDFCLIFE,2023.0,6883.0,-10071.0,1985.0,-1203.0,16954.0
HDFCLIFE,2024.0,10721.0,-13614.0,-403.0,-3296.0,24335.0
HEROMOTOCO,2014.0,2963.0,-1616.0,-1414.0,-66.0,4579.0
HEROMOTOCO,2015.0,2186.0,31.0,-2131.0,86.0,2155.0
HEROMOTOCO,2016.0,3722.0,-2300.0,-1475.0,-53.0,6022.0
HEROMOTOCO,2017.0,4007.0,-1972.0,-2036.0,-1.0,5979.0
HEROMOTOCO,2018.0,4017.0,-1858.0,-2102.0,57.0,5875.0
HEROMOTOCO,2019.0,1032.0,1298.0,-2252.0,78.0,-266.0
HEROMOTOCO,2020.0,5518.0,-2819.0,-2602.0,97.0,8337.0
HEROMOTOCO,2021.0,4110.0,-2289.0,-1852.0,-31.0,6399.0
HEROMOTOCO,2022.0,2104.0,-222.0,-1975.0,-94.0,2326.0
HEROMOTOCO,2023.0,2614.0,-421.0,-2147.0,45.0,3035.0
HEROMOTOCO,2024.0,4923.0,-1828.0,-2717.0,379.0,6751.0
HINDALCO,2013.0,2977.0,-13801.0,10278.0,-545.0,16778.0
HINDALCO,2014.0,7956.0,-8095.0,1493.0,1353.0,16051.0
HINDALCO,2015.0,7143.0,-3873.0,-2437.0,833.0,11016.0
HINDALCO,2016.0,11688.0,-3220.0,-8862.0,-394.0,14908.0
HINDALCO,2017.0,12687.0,-2876.0,-5552.0,4259.0,15563.0
HINDALCO,2018.0,10898.0,5333.0,-16412.0,-181.0,5565.0
HINDALCO,2019.0,11977.0,-5456.0,-5466.0,1055.0,17433.0
HINDALCO,2020.0,12745.0,-7227.0,6656.0,12174.0,19972.0
HINDALCO,2021.0,17232.0,-25280.0,-4882.0,-12930.0,42512.0
HINDALCO,2022.0,16838.0,-6773.0,-6765.0,3300.0,23611.0
HINDALCO,2023.0,19208.0,-7559.0,-10450.0,1199.0,26767.0
HINDALCO,2024.0,24056.0,-14267.0,-10817.0,-1028.0,38323.0
HINDUNILVR,2013.0,3605.0,63.0,-4147.0,-480.0,3542.0
HINDUNILVR,2014.0,3818.0,-475.0,-2960.0,383.0,4293.0
HINDUNILVR,2015.0,3292.0,138.0,-3462.0,-33.0,3154.0
HINDUNILVR,2016.0,4171.0,-282.0,-3864.0,25.0,4453.0
HINDUNILVR,2017.0,5185.0,-1173.0,-4214.0,-202.0,6358.0
HINDUNILVR,2018.0,6059.0,-1063.0,-4975.0,21.0,7122.0
HINDUNILVR,2019.0,5800.0,-438.0,-5390.0,-28.0,6238.0
HINDUNILVR,2020.0,7623.0,1791.0,-6819.0,2595.0,5832.0
HINDUNILVR,2021.0,9163.0,-1228.0,-9309.0,-1374.0,10391.0
HINDUNILVR,2022.0,9048.0,-1728.0,-8015.0,-695.0,10776.0
HINDUNILVR,2023.0,9991.0,-1484.0,-8953.0,-446.0,11475.0
HINDUNILVR,2024.0,15469.0,-5324.0,-10034.0,111.0,20793.0
ICICIBANK,2013.0,17494.0,-18563.0,9283.0,8215.0,36057.0
ICICIBANK,2014.0,6765.0,-15750.0,7872.0,-1113.0,22515.0
ICICIBANK,2015.0,-12273.0,-13175.0,24827.0,-621.0,902.0
ICICIBANK,2016.0,23645.0,-12060.0,5814.0,17399.0,35705.0
ICICIBANK,2017.0,52636.0,-1711.0,-35470.0,15455.0,54347.0
ICICIBANK,2018.0,19383.0,-50551.0,39676.0,8508.0,69934.0
ICICIBANK,2019.0,48671.0,-30282.0,-19997.0,-1608.0,78953.0
ICICIBANK,2020.0,79565.0,-42095.0,2992.0,40462.0,121660.0
ICICIBANK,2021.0,138015.0,-63631.0,-54667.0,19718.0,201646.0
ICICIBANK,2022.0,58111.0,-39448.0,17451.0,36114.0,97559.0
ICICIBANK,2023.0,-3771.0,-67689.0,24791.0,-46669.0,63918.0
ICICIBANK,2024.0,157284.0,-144737.0,13765.0,26312.0,302021.0
ICICIGI,2013.0,984.0,-962.0,102.0,124.0,1946.0
ICICIGI,2014.0,595.0,-706.0,4.0,-108.0,1301.0
ICICIGI,2015.0,-98.0,171.0,-93.0,-20.0,-269.0
ICICIGI,2016.0,511.0,-310.0,-148.0,53.0,821.0
ICICIGI,2017.0,1628.0,-1990.0,361.0,-1.0,3618.0
ICICIGI,2018.0,2390.0,-1896.0,-96.0,398.0,4286.0
ICICIGI,2019.0,2976.0,-2856.0,-310.0,-190.0,5832.0
ICICIGI,2020.0,3433.0,-3382.0,-420.0,-369.0,6815.0
ICICIGI,2021.0,1774.0,-1367.0,-212.0,195.0,3141.0
ICICIGI,2022.0,809.0,135.0,-879.0,65.0,674.0
ICICIGI,2023.0,2290.0,-1685.0,-695.0,-90.0,3975.0
ICICIGI,2024.0,2407.0,-1921.0,-355.0,131.0,4328.0
ICICIPRULI,2013.0,-2641.0,1564.0,-514.0,-1591.0,-4205.0
ICICIPRULI,2014.0,-2382.0,6012.0,-1091.0,2539.0,-8394.0
ICICIPRULI,2015.0,523.0,-1822.0,-966.0,-2264.0,2345.0
ICICIPRULI,2016.0,3634.0,27.0,-1442.0,2219.0,3607.0
ICICIPRULI,2017.0,4130.0,-696.0,-994.0,2439.0,4826.0
ICICIPRULI,2018.0,5690.0,-5389.0,-1188.0,-887.0,11079.0
ICICIPRULI,2019.0,11377.0,-7559.0,-843.0,2975.0,18936.0
ICICIPRULI,2020.0,8596.0,-10797.0,-405.0,-2606.0,19393.0
ICICIPRULI,2021.0,7314.0,-5084.0,1205.0,3434.0,12398.0
ICICIPRULI,2022.0,1831.0,-816.0,-319.0,696.0,2647.0
ICICIPRULI,2023.0,89.0,-1145.0,-112.0,-1168.0,1234.0
ICICIPRULI,2024.0,-7315.0,7420.0,-88.0,17.0,-14735.0
INDIGO,2013.0,1741.0,-1890.0,36.0,-113.0,3631.0
INDIGO,2014.0,1595.0,-2914.0,1285.0,-34.0,4509.0
INDIGO,2015.0,2384.0,-940.0,-1308.0,136.0,3324.0
INDIGO,2016.0,3116.0,-1337.0,-1220.0,559.0,4453.0
INDIGO,2017.0,3782.0,-3033.0,-1401.0,-652.0,6815.0
INDIGO,2018.0,3903.0,-4152.0,766.0,518.0,8055.0
INDIGO,2019.0,3160.0,-2526.0,-592.0,42.0,5686.0
INDIGO,2020.0,6943.0,-4573.0,-2407.0,-37.0,11516.0
INDIGO,2021.0,-1620.0,3228.0,-1775.0,-168.0,-4848.0
INDIGO,2022.0,2064.0,1527.0,-3088.0,503.0,537.0
INDIGO,2023.0,12703.0,-4039.0,-8432.0,232.0,16742.0
INDIGO,2024.0,21183.0,-11759.0,-9979.0,-555.0,32942.0
INDUSINDBK,2013.0,-486.0,-174.0,1969.0,1309.0,-312.0
INDUSINDBK,2014.0,-4106.0,-174.0,4200.0,-79.0,-3932.0
INDUSINDBK,2015.0,-1421.0,-276.0,5707.0,4010.0,-1145.0
INDUSINDBK,2016.0,-2927.0,-258.0,2517.0,-667.0,-2669.0
INDUSINDBK,2017.0,11569.0,-285.0,-2768.0,8516.0,11854.0
INDUSINDBK,2018.0,-20700.0,-217.0,15505.0,-5412.0,-20483.0
INDUSINDBK,2019.0,-6389.0,-633.0,8590.0,1568.0,-5756.0
INDUSINDBK,2020.0,-12039.0,526.0,12733.0,1220.0,-12565.0
INDUSINDBK,2021.0,44646.0,-226.0,-4096.0,40324.0,44872.0
INDUSINDBK,2022.0,16600.0,-351.0,-4302.0,11947.0,16951.0
INDUSINDBK,2023.0,-12438.0,-441.0,1115.0,-11763.0,-11997.0
INDUSINDBK,2024.0,-16843.0,-625.0,-2242.0,-19710.0,-16218.0
INFY,2013.0,7373.0,-2922.0,-3210.0,1241.0,10295.0
INFY,2014.0,9825.0,-2563.0,-3144.0,4118.0,12388.0
INFY,2015.0,8353.0,999.0,-4935.0,4417.0,7354.0
INFY,2016.0,10028.0,-885.0,-6813.0,2330.0,10913.0
INFY,2017.0,11531.0,-14664.0,-6939.0,-10072.0,26195.0
INFY,2018.0,13218.0,4533.0,-20505.0,-2754.0,8685.0
INFY,2019.0,14841.0,-632.0,-14512.0,-303.0,15473.0
INFY,2020.0,17003.0,-331.0,-17591.0,-919.0,17334.0
INFY,2021.0,23224.0,-7373.0,-9786.0,6065.0,30597.0
INFY,2022.0,23885.0,-6485.0,-24642.0,-7242.0,30370.0
INFY,2023.0,22467.0,-1071.0,-26695.0,-5299.0,23538.0
INFY,2024.0,25210.0,-5093.0,-17504.0,2613.0,30303.0
IOC,2013.0,9340.0,-9294.0,352.0,398.0,18634.0
IOC,2014.0,24195.0,-18594.0,-3116.0,2485.0,42789.0
IOC,2015.0,46092.0,-10215.0,-38283.0,-2406.0,56307.0
IOC,2016.0,25624.0,-13610.0,-11890.0,124.0,39234.0
IOC,2017.0,28216.0,-17684.0,-10937.0,-405.0,45900.0
IOC,2018.0,29115.0,-17119.0,-12007.0,-11.0,46234.0
IOC,2019.0,12747.0,-22569.0,10436.0,614.0,35316.0
IOC,2020.0,7146.0,-29101.0,22456.0,502.0,36247.0
IOC,2021.0,49650.0,-22935.0,-27369.0,-653.0,72585.0
IOC,2022.0,25747.0,-21294.0,-4058.0,395.0,47041.0
IOC,2023.0,29644.0,-28030.0,-1794.0,-180.0,57674.0
IOC,2024.0,71099.0,-31464.0,-39385.0,250.0,102563.0
IRCTC,2015.0,69.0,-46.0,-17.0,6.0,115.0
IRCTC,2016.0,288.0,7.0,-31.0,263.0,281.0
IRCTC,2017.0,338.0,94.0,-136.0,296.0,244.0
IRCTC,2018.0,24.0,40.0,-57.0,7.0,-16.0
IRCTC,2019.0,499.0,-353.0,-179.0,-33.0,852.0
IRCTC,2020.0,409.0,8.0,-280.0,137.0,401.0
IRCTC,2021.0,248.0,-453.0,-47.0,-252.0,701.0
IRCTC,2022.0,524.0,-242.0,-258.0,23.0,766.0
IRCTC,2023.0,812.0,-317.0,-434.0,61.0,1129.0
IRCTC,2024.0,882.0,-215.0,-404.0,262.0,1097.0
IRFC,2016.0,-16378.0,2.0,17582.0,1206.0,-16380.0
IRFC,2017.0,-19455.0,2.0,18250.0,-1204.0,-19457.0
IRFC,2018.0,-28076.0,2.0,28075.0,0.0,-28078.0
IRFC,2019.0,-41748.0,1.0,41749.0,3.0,-41749.0
IRFC,2020.0,-62701.0,1.0,62697.0,-2.0,-62702.0
